eachBSPos, totalGridNum, benchmarkPrice, priceGrides, cashGrides, share, initCash, stepPercent, lowLimitPrice, highLimitPrice, cashUsageRate, maxPortfolio, maxPortfolioPrint
3100, 10, 0.939, 0.89 0.9 0.911 0.922 0.933 0.944 0.955 0.966 0.977 0.988, 2759.0 5549.0 8373.1 11231.3 14123.6 17050.0 20010.5 23005.1 26033.8 29096.6, 159652.SZ, 35000, 0.0117, 0.88, 1, 0.9, 35170.40700000001, Share: 159652.SZ; FinalPortfolioValue: 35170.41; Net: 170.41; Percent: 0.49%; eachBSPos: 3100(stocks); stepPercent: 1.17%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 21700(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.94, 0.89 0.901 0.912 0.923 0.934 0.945 0.956 0.967 0.978 0.99, 2759.0 5552.1 8379.3 11240.6 14136.0 17065.5 20029.1 23026.8 26058.6 29127.6, 159652.SZ, 35000, 0.0118, 0.88, 1, 0.9, 35170.40700000001, Share: 159652.SZ; FinalPortfolioValue: 35170.41; Net: 170.41; Percent: 0.49%; eachBSPos: 3100(stocks); stepPercent: 1.18%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 21700(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.94, 0.89 0.901 0.912 0.923 0.934 0.945 0.956 0.967 0.979 0.991, 2759.0 5552.1 8379.3 11240.6 14136.0 17065.5 20029.1 23026.8 26061.7 29133.8, 159652.SZ, 35000, 0.0119, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.19%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.942, 0.891 0.902 0.913 0.924 0.935 0.946 0.957 0.969 0.981 0.993, 2762.1 5558.3 8388.6 11253.0 14151.5 17084.1 20050.8 23054.7 26095.8 29174.1, 159652.SZ, 35000, 0.0121, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.21%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.942, 0.891 0.902 0.913 0.924 0.935 0.946 0.957 0.968 0.98 0.992, 2762.1 5558.3 8388.6 11253.0 14151.5 17084.1 20050.8 23051.6 26089.6 29164.8, 159652.SZ, 35000, 0.012, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.20%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.942, 0.891 0.902 0.913 0.924 0.935 0.946 0.958 0.97 0.982 0.994, 2762.1 5558.3 8388.6 11253.0 14151.5 17084.1 20053.9 23060.9 26105.1 29186.5, 159652.SZ, 35000, 0.0122, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.22%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.943, 0.891 0.902 0.913 0.924 0.935 0.947 0.959 0.971 0.983 0.995, 2762.1 5558.3 8388.6 11253.0 14151.5 17087.2 20060.1 23070.2 26117.5 29202.0, 159652.SZ, 35000, 0.0123, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.23%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.943, 0.891 0.902 0.913 0.924 0.935 0.947 0.959 0.971 0.983 0.995, 2762.1 5558.3 8388.6 11253.0 14151.5 17087.2 20060.1 23070.2 26117.5 29202.0, 159652.SZ, 35000, 0.0124, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.24%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.944, 0.891 0.902 0.913 0.924 0.936 0.948 0.96 0.972 0.984 0.996, 2762.1 5558.3 8388.6 11253.0 14154.6 17093.4 20069.4 23082.6 26133.0 29220.6, 159652.SZ, 35000, 0.0125, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.25%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.944, 0.891 0.902 0.913 0.925 0.937 0.949 0.961 0.973 0.985 0.997, 2762.1 5558.3 8388.6 11256.1 14160.8 17102.7 20081.8 23098.1 26151.6 29242.3, 159652.SZ, 35000, 0.0126, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.26%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.944, 0.891 0.902 0.913 0.925 0.937 0.949 0.961 0.973 0.985 0.998, 2762.1 5558.3 8388.6 11256.1 14160.8 17102.7 20081.8 23098.1 26151.6 29245.4, 159652.SZ, 35000, 0.0127, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.27%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.945, 0.891 0.902 0.914 0.926 0.938 0.95 0.962 0.974 0.986 0.999, 2762.1 5558.3 8391.7 11262.3 14170.1 17115.1 20097.3 23116.7 26173.3 29270.2, 159652.SZ, 35000, 0.0128, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.28%; benchmarkPrice: 0.94(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3100, 10, 0.946, 0.891 0.902 0.914 0.926 0.938 0.95 0.962 0.974 0.987 1.0, 2762.1 5558.3 8391.7 11262.3 14170.1 17115.1 20097.3 23116.7 26176.4 29276.4, 159652.SZ, 35000, 0.0129, 0.88, 1, 0.9, 35271.87000000001, Share: 159652.SZ; FinalPortfolioValue: 35271.87; Net: 271.87; Percent: 0.78%; eachBSPos: 3100(stocks); stepPercent: 1.29%; benchmarkPrice: 0.95(RMB); totalGridNum: 10; Buy/Sell: 10/10; OpenInterest: 18600(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.94, 0.891 0.903 0.915 0.927 0.939 0.951 0.963 0.976 0.989, 3118.5 6279.0 9481.5 12726.0 16012.5 19341.0 22711.5 26127.5 29589.0, 159652.SZ, 35000, 0.013, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.30%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.941, 0.892 0.904 0.916 0.928 0.94 0.952 0.964 0.977 0.99, 3122.0 6286.0 9492.0 12740.0 16030.0 19362.0 22736.0 26155.5 29620.5, 159652.SZ, 35000, 0.0131, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.31%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.942, 0.892 0.904 0.916 0.928 0.94 0.952 0.965 0.978 0.991, 3122.0 6286.0 9492.0 12740.0 16030.0 19362.0 22739.5 26162.5 29631.0, 159652.SZ, 35000, 0.0132, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.32%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.942, 0.892 0.904 0.916 0.928 0.94 0.953 0.966 0.979 0.992, 3122.0 6286.0 9492.0 12740.0 16030.0 19365.5 22746.5 26173.0 29645.0, 159652.SZ, 35000, 0.0133, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.33%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.942, 0.892 0.904 0.916 0.928 0.94 0.953 0.966 0.979 0.992, 3122.0 6286.0 9492.0 12740.0 16030.0 19365.5 22746.5 26173.0 29645.0, 159652.SZ, 35000, 0.0134, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.34%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.942, 0.892 0.904 0.916 0.928 0.941 0.954 0.967 0.98 0.993, 3122.0 6286.0 9492.0 12740.0 16033.5 19372.5 22757.0 26187.0 29662.5, 159652.SZ, 35000, 0.0135, 0.88, 1, 0.9, 35306.94999999999, Share: 159652.SZ; FinalPortfolioValue: 35306.95; Net: 306.95; Percent: 0.88%; eachBSPos: 3500(stocks); stepPercent: 1.35%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 21000(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.942, 0.892 0.904 0.916 0.928 0.941 0.954 0.967 0.98 0.993, 3122.0 6286.0 9492.0 12740.0 16033.5 19372.5 22757.0 26187.0 29662.5, 159652.SZ, 35000, 0.0136, 0.88, 1, 0.9, 35421.50499999999, Share: 159652.SZ; FinalPortfolioValue: 35421.50; Net: 421.50; Percent: 1.20%; eachBSPos: 3500(stocks); stepPercent: 1.36%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17500(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.943, 0.892 0.904 0.916 0.929 0.942 0.955 0.968 0.981 0.994, 3122.0 6286.0 9492.0 12743.5 16040.5 19383.0 22771.0 26204.5 29683.5, 159652.SZ, 35000, 0.0137, 0.88, 1, 0.9, 35421.50499999999, Share: 159652.SZ; FinalPortfolioValue: 35421.50; Net: 421.50; Percent: 1.20%; eachBSPos: 3500(stocks); stepPercent: 1.37%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17500(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.944, 0.892 0.904 0.916 0.929 0.942 0.955 0.968 0.981 0.995, 3122.0 6286.0 9492.0 12743.5 16040.5 19383.0 22771.0 26204.5 29687.0, 159652.SZ, 35000, 0.0138, 0.88, 1, 0.9, 35421.50499999999, Share: 159652.SZ; FinalPortfolioValue: 35421.50; Net: 421.50; Percent: 1.20%; eachBSPos: 3500(stocks); stepPercent: 1.38%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17500(stocks); currentPrice: 0.88(RMB)
3500, 9, 0.944, 0.892 0.904 0.917 0.93 0.943 0.956 0.969 0.982 0.996, 3122.0 6286.0 9495.5 12750.5 16051.0 19397.0 22788.5 26225.5 29711.5, 159652.SZ, 35000, 0.0139, 0.88, 1, 0.9, 35421.50499999999, Share: 159652.SZ; FinalPortfolioValue: 35421.50; Net: 421.50; Percent: 1.20%; eachBSPos: 3500(stocks); stepPercent: 1.39%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17500(stocks); currentPrice: 0.88(RMB)
3400, 9, 0.944, 0.892 0.904 0.917 0.93 0.943 0.956 0.969 0.983 0.997, 3032.8 6106.4 9224.2 12386.2 15592.4 18842.8 22137.4 25479.6 28869.4, 159652.SZ, 35000, 0.014, 0.88, 1, 0.9, 35409.462, Share: 159652.SZ; FinalPortfolioValue: 35409.46; Net: 409.46; Percent: 1.17%; eachBSPos: 3400(stocks); stepPercent: 1.40%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17000(stocks); currentPrice: 0.88(RMB)
3400, 9, 0.945, 0.892 0.905 0.918 0.931 0.944 0.957 0.97 0.984 0.998, 3032.8 6109.8 9231.0 12396.4 15606.0 18859.8 22157.8 25503.4 28896.6, 159652.SZ, 35000, 0.0141, 0.88, 1, 0.9, 35409.462, Share: 159652.SZ; FinalPortfolioValue: 35409.46; Net: 409.46; Percent: 1.17%; eachBSPos: 3400(stocks); stepPercent: 1.41%; benchmarkPrice: 0.94(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17000(stocks); currentPrice: 0.88(RMB)
3400, 9, 0.946, 0.892 0.905 0.918 0.931 0.944 0.957 0.971 0.985 0.999, 3032.8 6109.8 9231.0 12396.4 15606.0 18859.8 22161.2 25510.2 28906.8, 159652.SZ, 35000, 0.0142, 0.88, 1, 0.9, 35409.462, Share: 159652.SZ; FinalPortfolioValue: 35409.46; Net: 409.46; Percent: 1.17%; eachBSPos: 3400(stocks); stepPercent: 1.42%; benchmarkPrice: 0.95(RMB); totalGridNum: 9; Buy/Sell: 10/10; OpenInterest: 17000(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.94, 0.893 0.906 0.919 0.932 0.945 0.959 0.973 0.987, 3482.7 7016.1 10600.2 14235.0 17920.5 21660.6 25455.3 29304.6, 159652.SZ, 35000, 0.0143, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.43%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.94, 0.893 0.906 0.919 0.932 0.945 0.959 0.973 0.987, 3482.7 7016.1 10600.2 14235.0 17920.5 21660.6 25455.3 29304.6, 159652.SZ, 35000, 0.0144, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.44%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.94, 0.893 0.906 0.919 0.932 0.946 0.96 0.974 0.988, 3482.7 7016.1 10600.2 14235.0 17924.4 21668.4 25467.0 29320.2, 159652.SZ, 35000, 0.0145, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.45%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.94, 0.893 0.906 0.919 0.932 0.946 0.96 0.974 0.988, 3482.7 7016.1 10600.2 14235.0 17924.4 21668.4 25467.0 29320.2, 159652.SZ, 35000, 0.0146, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.46%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.941, 0.893 0.906 0.919 0.933 0.947 0.961 0.975 0.989, 3482.7 7016.1 10600.2 14238.9 17932.2 21680.1 25482.6 29339.7, 159652.SZ, 35000, 0.0147, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.47%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.941, 0.893 0.906 0.919 0.933 0.947 0.961 0.975 0.989, 3482.7 7016.1 10600.2 14238.9 17932.2 21680.1 25482.6 29339.7, 159652.SZ, 35000, 0.0148, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.48%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.942, 0.893 0.906 0.92 0.934 0.948 0.962 0.976 0.991, 3482.7 7016.1 10604.1 14246.7 17943.9 21695.7 25502.1 29367.0, 159652.SZ, 35000, 0.015, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.50%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.942, 0.893 0.906 0.92 0.934 0.948 0.962 0.977 0.992, 3482.7 7016.1 10604.1 14246.7 17943.9 21695.7 25506.0 29374.8, 159652.SZ, 35000, 0.0151, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.51%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.943, 0.893 0.907 0.921 0.935 0.949 0.963 0.978 0.993, 3482.7 7020.0 10611.9 14258.4 17959.5 21715.2 25529.4 29402.1, 159652.SZ, 35000, 0.0152, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.52%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.944, 0.894 0.908 0.922 0.936 0.95 0.965 0.98 0.995, 3486.6 7027.8 10623.6 14274.0 17979.0 21742.5 25564.5 29445.0, 159652.SZ, 35000, 0.0154, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.54%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)

3900, 8, 0.945, 0.894 0.908 0.922 0.936 0.951 0.966 0.981 0.996, 3486.6 7027.8 10623.6 14274.0 17982.9 21750.3 25576.2 29460.6, 159652.SZ, 35000, 0.0156, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.56%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.945, 0.894 0.908 0.922 0.936 0.951 0.966 0.981 0.996, 3486.6 7027.8 10623.6 14274.0 17982.9 21750.3 25576.2 29460.6, 159652.SZ, 35000, 0.0157, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.57%; benchmarkPrice: 0.94(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.946, 0.894 0.908 0.922 0.937 0.952 0.967 0.982 0.998, 3486.6 7027.8 10623.6 14277.9 17990.7 21762.0 25591.8 29484.0, 159652.SZ, 35000, 0.0158, 0.88, 1, 0.9, 35469.67700000001, Share: 159652.SZ; FinalPortfolioValue: 35469.68; Net: 469.68; Percent: 1.34%; eachBSPos: 3900(stocks); stepPercent: 1.58%; benchmarkPrice: 0.95(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 19500(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.946, 0.894 0.908 0.922 0.937 0.952 0.967 0.982 0.998, 3486.6 7027.8 10623.6 14277.9 17990.7 21762.0 25591.8 29484.0, 159652.SZ, 35000, 0.0159, 0.88, 1, 0.9, 35597.32400000001, Share: 159652.SZ; FinalPortfolioValue: 35597.32; Net: 597.32; Percent: 1.71%; eachBSPos: 3900(stocks); stepPercent: 1.59%; benchmarkPrice: 0.95(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 15600(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.946, 0.894 0.908 0.923 0.938 0.953 0.968 0.983 0.999, 3486.6 7027.8 10627.5 14285.7 18002.4 21777.6 25611.3 29507.4, 159652.SZ, 35000, 0.016, 0.88, 1, 0.9, 35597.32400000001, Share: 159652.SZ; FinalPortfolioValue: 35597.32; Net: 597.32; Percent: 1.71%; eachBSPos: 3900(stocks); stepPercent: 1.60%; benchmarkPrice: 0.95(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 15600(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.947, 0.894 0.908 0.923 0.938 0.953 0.968 0.984 1.0, 3486.6 7027.8 10627.5 14285.7 18002.4 21777.6 25615.2 29515.2, 159652.SZ, 35000, 0.0161, 0.88, 1, 0.9, 35597.32400000001, Share: 159652.SZ; FinalPortfolioValue: 35597.32; Net: 597.32; Percent: 1.71%; eachBSPos: 3900(stocks); stepPercent: 1.61%; benchmarkPrice: 0.95(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 15600(stocks); currentPrice: 0.88(RMB)
3900, 8, 0.947, 0.894 0.908 0.923 0.938 0.953 0.968 0.984 1.0, 3486.6 7027.8 10627.5 14285.7 18002.4 21777.6 25615.2 29515.2, 159652.SZ, 35000, 0.0162, 0.88, 1, 0.9, 35597.32400000001, Share: 159652.SZ; FinalPortfolioValue: 35597.32; Net: 597.32; Percent: 1.71%; eachBSPos: 3900(stocks); stepPercent: 1.62%; benchmarkPrice: 0.95(RMB); totalGridNum: 8; Buy/Sell: 10/10; OpenInterest: 15600(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.94, 0.894 0.909 0.924 0.939 0.954 0.97 0.986, 4023.0 8113.5 12271.5 16497.0 20790.0 25155.0 29592.0, 159652.SZ, 35000, 0.0163, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.63%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.94, 0.894 0.909 0.924 0.939 0.954 0.97 0.986, 4023.0 8113.5 12271.5 16497.0 20790.0 25155.0 29592.0, 159652.SZ, 35000, 0.0164, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.64%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.942, 0.895 0.91 0.925 0.94 0.956 0.972 0.988, 4027.5 8122.5 12285.0 16515.0 20817.0 25191.0 29637.0, 159652.SZ, 35000, 0.0165, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.65%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.942, 0.895 0.91 0.925 0.94 0.956 0.972 0.988, 4027.5 8122.5 12285.0 16515.0 20817.0 25191.0 29637.0, 159652.SZ, 35000, 0.0166, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.66%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.942, 0.895 0.91 0.925 0.941 0.957 0.973 0.989, 4027.5 8122.5 12285.0 16519.5 20826.0 25204.5 29655.0, 159652.SZ, 35000, 0.0168, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.68%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.942, 0.895 0.91 0.925 0.94 0.956 0.972 0.988, 4027.5 8122.5 12285.0 16515.0 20817.0 25191.0 29637.0, 159652.SZ, 35000, 0.0167, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.67%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
4500, 7, 0.942, 0.895 0.91 0.925 0.941 0.957 0.973 0.989, 4027.5 8122.5 12285.0 16519.5 20826.0 25204.5 29655.0, 159652.SZ, 35000, 0.0169, 0.88, 1, 0.9, 35689.22, Share: 159652.SZ; FinalPortfolioValue: 35689.22; Net: 689.22; Percent: 1.97%; eachBSPos: 4500(stocks); stepPercent: 1.69%; benchmarkPrice: 0.94(RMB); totalGridNum: 7; Buy/Sell: 10/10; OpenInterest: 18000(stocks); currentPrice: 0.88(RMB)
