Date,Open,High,Low,Close,Adj Close,Volume
2024-03-01,0.8700000047683716,0.8859999775886536,0.8690000176429749,0.8840000033378601,0.8840000033378601,5931948
2024-03-04,0.8899999856948853,0.8920000195503235,0.8730000257492065,0.8899999856948853,0.8899999856948853,7033003
2024-03-05,0.8820000290870667,0.8859999775886536,0.8709999918937683,0.8730000257492065,0.8730000257492065,11313900
2024-03-06,0.8769999742507935,0.8920000195503235,0.8650000095367432,0.8840000033378601,0.8840000033378601,8490100
2024-03-07,0.8809999823570251,0.8960000276565552,0.8769999742507935,0.8790000081062317,0.8790000081062317,13134100
2024-03-08,0.8830000162124634,0.8899999856948853,0.875,0.8889999985694885,0.8889999985694885,10556200
2024-03-11,0.8809999823570251,0.906000018119812,0.8809999823570251,0.906000018119812,0.906000018119812,9525217
2024-03-12,0.9079999923706055,0.9160000085830688,0.9020000100135803,0.9139999747276306,0.9139999747276306,9814100
2024-03-13,0.9169999957084656,0.925000011920929,0.9110000133514404,0.9179999828338623,0.9179999828338623,8646000
2024-03-14,0.9200000166893005,0.921999990940094,0.9020000100135803,0.9120000004768372,0.9120000004768372,13680300
2024-03-15,0.9100000262260437,0.9259999990463257,0.9070000052452087,0.925000011920929,0.925000011920929,13089200
2024-03-18,0.9290000200271606,0.9449999928474426,0.9269999861717224,0.9440000057220459,0.9440000057220459,12404600
2024-03-19,0.9399999976158142,0.9470000267028809,0.9380000233650208,0.9380000233650208,0.9380000233650208,13241900
2024-03-20,0.9380000233650208,0.9509999752044678,0.9380000233650208,0.9509999752044678,0.9509999752044678,12488200
2024-03-21,0.9539999961853027,0.9559999704360962,0.9440000057220459,0.9559999704360962,0.9559999704360962,14636800
2024-03-22,0.9490000009536743,0.949999988079071,0.9350000023841858,0.9449999928474426,0.9449999928474426,14064500
2024-03-25,0.9359999895095825,0.9449999928474426,0.9200000166893005,0.9200000166893005,0.9200000166893005,11986300
2024-03-26,0.9179999828338623,0.9269999861717224,0.9079999923706055,0.9200000166893005,0.9200000166893005,11751500
2024-03-27,0.9150000214576721,0.9169999957084656,0.890999972820282,0.8949999809265137,0.8949999809265137,14617700
2024-03-28,0.8899999856948853,0.9210000038146973,0.8899999856948853,0.9120000004768372,0.9120000004768372,14903200
2024-03-29,0.9049999713897705,0.9269999861717224,0.9049999713897705,0.9269999861717224,0.9269999861717224,12810100
2024-04-01,0.9359999895095825,0.9449999928474426,0.9279999732971191,0.9449999928474426,0.9449999928474426,12830700
2024-04-02,0.9409999847412109,0.9419999718666077,0.9319999814033508,0.9399999976158142,0.9399999976158142,9819800
2024-04-03,0.9359999895095825,0.9359999895095825,0.921999990940094,0.9340000152587891,0.9340000152587891,11076800
2024-04-08,0.9330000281333923,0.9330000281333923,0.9120000004768372,0.9139999747276306,0.9139999747276306,9056100
2024-04-09,0.9160000085830688,0.925000011920929,0.9110000133514404,0.9240000247955322,0.9240000247955322,6881700
2024-04-10,0.921999990940094,0.921999990940094,0.8989999890327454,0.9100000262260437,0.9100000262260437,9978413
2024-04-11,0.9010000228881836,0.9200000166893005,0.9010000228881836,0.9120000004768372,0.9120000004768372,11396000
2024-04-12,0.925000011920929,0.925000011920929,0.9039999842643738,0.906000018119812,0.906000018119812,11411400
2024-04-15,0.9049999713897705,0.9049999713897705,0.8640000224113464,0.871999979019165,0.871999979019165,16939800
2024-04-16,0.8650000095367432,0.8650000095367432,0.8199999928474426,0.8199999928474426,0.8199999928474426,18559200
2024-04-17,0.8370000123977661,0.8740000128746033,0.8360000252723694,0.871999979019165,0.871999979019165,14641400
2024-04-18,0.8640000224113464,0.878000020980835,0.859000027179718,0.8679999709129333,0.8679999709129333,9416446
2024-04-19,0.8629999756813049,0.8759999871253967,0.859000027179718,0.8659999966621399,0.8659999966621399,14325400
2024-04-22,0.8650000095367432,0.8679999709129333,0.8500000238418579,0.859000027179718,0.859000027179718,6363534
2024-04-23,0.8619999885559082,0.8679999709129333,0.859000027179718,0.8629999756813049,0.8629999756813049,6406700
2024-04-24,0.8650000095367432,0.8809999823570251,0.8650000095367432,0.8799999952316284,0.8799999952316284,8960000
2024-04-25,0.8820000290870667,0.8870000243186951,0.875,0.8820000290870667,0.8820000290870667,5886000
2024-04-26,0.8799999952316284,0.8980000019073486,0.8799999952316284,0.8960000276565552,0.8960000276565552,4124300
2024-04-29,0.8960000276565552,0.9179999828338623,0.8960000276565552,0.9169999957084656,0.9169999957084656,6177038
2024-04-30,0.9079999923706055,0.9160000085830688,0.9049999713897705,0.9089999794960022,0.9089999794960022,2171909
2024-05-06,0.9179999828338623,0.9470000267028809,0.9179999828338623,0.9279999732971191,0.9279999732971191,5698901
2024-05-07,0.9290000200271606,0.9330000281333923,0.9240000247955322,0.9330000281333923,0.9330000281333923,11624290
